566409e9-9984-410c-8e7e-592ffc037452,ann-31-07-2019,170,7,7,9
a2586591-2ec6-4ae9-9234-2afc9883a65d,ann-31-07-2019,171,2,7,13
a12c84a2-1c0d-4c61-88ba-1c754ba16f52,ann-31-07-2019,167,6,9,11
5399b712-7d05-4171-beff-7086fbb963bf,ann-31-07-2019,159,3,15,16
d6f72a2f-50a0-4e0a-837d-2b649ef7104d,ann-31-07-2019,154,7,16,16
12fd5400-e5b5-41e5-85f7-8aa0da37832f,ann-31-07-2019,159,5,18,11
c27708eb-1d30-46ae-b74c-9572810d0c6f,ann-31-07-2019,163,0,15,15
94d3347e-b324-4466-9c14-9895571ef9be,ann-31-07-2019,162,7,13,11
74696245-4ead-4f60-8cc9-fd0a1141e29f,ann-31-07-2019,164,7,13,9
0fcd9a73-16c6-4e53-ab41-2167007e7270,ann-31-07-2019,157,7,14,15
8ee36863-d10a-40a9-8c8d-a9892acc6701,ann-31-07-2019,164,3,10,16
9e402c49-bb4d-4ac1-bc2a-d29c73debc6e,ann-31-07-2019,167,2,12,12
2925238d-9dce-49bf-b8a5-0ef946e5fca9,ann-31-07-2019,164,1,16,12
52924a3d-ea22-4272-aaf1-ee01d6cfbb5e,ann-31-07-2019,165,5,12,11
af550470-c436-4ef5-ad6f-d3fcb33e8c5d,ann-31-07-2019,168,2,11,12
d295fec3-21e9-4bff-a5b9-badd37ce3513,ann-31-07-2019,162,4,12,15
f64a242d-6ebd-4a9c-84c0-190bc587405c,ann-31-07-2019,166,6,11,10
b5ea645a-f1f5-4b0a-8672-c9a98593c3f2,ann-31-07-2019,166,4,9,14
48f94046-6e0f-493f-b913-069906ce04e4,ann-31-07-2019,157,9,14,13
80229872-27e5-40ee-a491-fbe3164603ae,ann-31-07-2019,160,1,17,15
117f4f7a-3334-46d0-bdae-8099743a06c6,ann-31-07-2019,164,6,9,14
be77bb35-9d90-4bf5-8eb2-8dfa10e63c41,ann-31-07-2019,161,8,10,14
e50eca41-11f4-452b-8dea-e52e4e0908d4,ann-31-07-2019,169,4,11,9
478a3daa-3513-42bd-a356-60f35a182c2a,ann-31-07-2019,165,7,8,13
3629ca4d-6cbc-44a7-b6c3-5af35561183e,ann-31-07-2019,170,0,11,12
60d2c569-cbbf-447b-81f9-00e1dc0b1a77,ann-31-07-2019,163,6,11,13
99b2faeb-736d-453c-ad67-e25045d161a5,ann-31-07-2019,166,4,12,11
c792ad63-2186-4d97-84de-1f2e86cd1e60,ann-31-07-2019,167,4,10,12
cb76ae76-6b68-4c69-8bf3-1a2fae687c9c,ann-31-07-2019,163,4,14,12
ec53a19f-c303-4874-84fd-d9ea98e25634,ann-31-07-2019,165,3,14,11
ab6ae323-85a3-4d5c-b063-02fe39139ba5,ann-31-07-2019,161,1,17,14
1a69d7d7-26e1-4198-b1fe-6f40e1ad6a5e,ann-31-07-2019,167,5,8,13
7baad2de-4580-4035-a786-64691a748de7,ann-31-07-2019,160,5,15,13
0467e80e-19c1-497b-817c-f4c8fc7423e9,ann-31-07-2019,168,4,12,9
e670e6c7-a16c-4ade-8204-abf88d14a999,ann-31-07-2019,168,3,12,10
d1596045-2571-430c-83cc-438abdb9fdf2,ann-31-07-2019,162,5,11,15
89e8dbd6-0792-4115-bbd2-cc1940244ebc,ann-31-07-2019,161,2,19,11
6572fd04-903e-4c56-ba72-0dce68d42022,ann-31-07-2019,167,3,13,10
ec37c28d-c9d6-4847-aff1-2b2df5ccff0e,ann-31-07-2019,162,4,14,13
f13cd63d-4e61-4ac2-be27-f725aa9c8921,ann-31-07-2019,163,5,13,12
e9c1e8ab-ee59-4dda-9733-4456a653bedf,ann-31-07-2019,165,1,14,13
23400c8b-1c15-4555-bdbb-4c38e277787b,ann-31-07-2019,168,1,13,11
474ba2a0-610c-49aa-8bc5-a1d126b9708f,ann-31-07-2019,169,3,10,11
2a35deac-bb1c-4fe1-8fbd-21eb58f720f5,ann-31-07-2019,165,5,9,14
db280cae-b92c-468f-9a18-f76574b1d5b0,ann-31-07-2019,162,4,11,16
ee0c0b1a-cac5-45b6-9a78-0fcafc5223fd,ann-31-07-2019,166,2,13,12
ddbafea2-cc77-4e24-9b0e-0f53eb252bd1,ann-31-07-2019,162,4,16,11
4e97dced-6e35-4f94-b0e1-057f8198760b,ann-31-07-2019,159,8,13,13
ea036979-cb09-407e-be15-993c09e4af3f,ann-31-07-2019,162,4,17,10
d024c360-c9c5-4b66-9448-ff43de33e883,ann-31-07-2019,165,4,12,12
54bf4fe5-93e2-4812-83db-e4d775f55ee8,ann-31-07-2019,166,7,14,6
81c028cd-6955-4c19-bf67-2bccb35604e6,ann-31-07-2019,166,1,15,11
24872204-de58-4dc2-ba94-598d4d7bab11,ann-31-07-2019,163,3,16,11
fcc78b73-4e52-4a55-82e8-9f0863e09c59,ann-31-07-2019,169,1,15,8
e30df82e-9eab-47cf-be28-c2b45ae2ed43,ann-31-07-2019,166,0,13,14
cf553778-8891-4f91-98fb-491e15771a72,ann-31-07-2019,163,3,13,14
3838df27-77b4-4199-9558-7abea3c132fa,ann-31-07-2019,169,8,8,8
fa2737e6-a378-4fc1-b0db-659445b9fd16,ann-31-07-2019,169,4,10,10
414c7c81-fb96-47be-a07a-7016486802ae,ann-31-07-2019,170,5,7,11
ca83fac3-c0c1-4e11-9383-c19b3095792d,ann-31-07-2019,173,5,7,8
4f9d88a7-614e-4eab-bc91-b49c9642056a,ann-31-07-2019,169,5,10,9
2ad28d66-79c2-4934-a0e3-e0f0f2fb973f,ann-31-07-2019,167,1,12,13
8a83b00f-5f9b-4aa5-b9ff-de2553ee9566,ann-31-07-2019,162,4,14,13
5189f1e5-18fd-4eb1-8f6a-ddc49755dc76,ann-31-07-2019,165,3,15,10
6cda9977-9252-496d-b5ed-1f17f2ed6f15,ann-31-07-2019,167,4,14,8
fc10c0d3-b64b-4198-9c65-1218b5c32ef8,ann-31-07-2019,169,0,17,7
8f8d9b7b-46f1-45c6-adbd-fac05319b68d,ann-31-07-2019,165,4,8,16
921511ef-9c68-4ec1-a42f-c5bc6e1f67d4,ann-31-07-2019,161,8,9,15
b4c52836-0b9f-4efc-9492-d523dbdd86f3,ann-31-07-2019,160,11,11,11
2ce77a80-3c36-40b9-9eed-8f5b896d74f7,ann-31-07-2019,162,0,17,14
92ce5ca5-6839-4503-a057-d5ba8bff816e,ann-31-07-2019,160,3,16,14
6101166f-be50-4856-900f-76afc67ae9e5,ann-31-07-2019,168,2,9,14
d03ad8ff-6993-4321-94d6-3f519799ff6b,ann-31-07-2019,157,6,13,17
10d5eb66-b0ef-4e91-a128-18cd4b29c95a,ann-31-07-2019,170,6,5,12
a6f472bb-2809-4b58-8b9e-a08aaf2587d3,ann-31-07-2019,168,2,12,11
e707b9e7-c553-4645-a271-c70f2e6b083d,ann-31-07-2019,169,3,13,8
fb9880ec-796a-455f-89bb-032bbf0b4577,ann-31-07-2019,160,10,10,13
e67864f4-0f88-46e2-a602-86a9f60a5e85,ann-31-07-2019,160,7,16,10
d7a0478c-a4b3-4ddd-87d6-35864f13c974,ann-31-07-2019,160,8,13,12
966f9c27-0ae5-4973-b7fd-f3970401050a,ann-31-07-2019,165,1,13,14
e8beeb86-de63-4b0d-8c76-0a3c79c53841,ann-31-07-2019,169,2,13,9
fac479b9-1207-46ba-ace4-74a1983b7393,ann-31-07-2019,166,4,10,13
fb6edf57-7857-4dd3-96ee-22c6b8f5116e,ann-31-07-2019,163,4,15,11
fe5f9d94-2e1b-48af-94d7-d8c6bce10bb6,ann-31-07-2019,161,4,17,11
eb72fded-cd02-4b88-911f-2fe87824bf02,ann-31-07-2019,160,2,14,17
24eaf355-26cd-45f7-9f52-064b89da4c3a,ann-31-07-2019,164,4,13,12
f4f423a1-1638-4d9f-9799-8339c6533a04,ann-31-07-2019,168,1,10,14
fdd96377-5ad7-4d86-b33b-509ed1622aa8,ann-31-07-2019,169,4,10,10
78e39354-3cad-49c9-b119-a9a300a034e8,ann-31-07-2019,159,6,17,11
6b17f50d-3eaa-454e-ba54-a9c376ec5290,ann-31-07-2019,165,5,14,9
3a5e171b-a3f0-4261-bf1b-f1f67182f97c,ann-31-07-2019,170,4,9,10
9b8b5950-a1b9-4160-80de-273118f46a37,ann-31-07-2019,163,3,14,13
4fb78c3a-27f3-4b60-8915-a194cd0dc400,ann-31-07-2019,167,4,10,12
b2578a2c-a50e-4253-9942-4246dddf71f3,ann-31-07-2019,168,4,11,10
a9a68052-3589-47b5-a9da-935f9a93ab75,ann-31-07-2019,157,6,15,15
a5be497c-8ca9-4141-bd0a-39c955c1bdda,ann-31-07-2019,163,4,15,11
508bfe27-5a0b-4639-b583-2fd1e2b720d5,ann-31-07-2019,160,6,15,12
b3026cdf-29b3-4d86-8843-0b85b3c8f64c,ann-31-07-2019,167,6,10,10
282bc87b-3036-4f78-9b42-1227ead4900d,ann-31-07-2019,162,3,12,16
fadaf450-ef74-4327-8cf4-bb96cfeda483,ann-31-07-2019,161,5,15,12
6ff1a51d-9ad7-44ae-848d-a318e62a66c6,ann-31-07-2019,166,7,11,9
90360b50-a0d1-4bf0-94df-698320e10869,ann-31-07-2019,164,5,12,12
2cff835f-f3f2-4fdf-8f37-cc3df90166bd,ann-31-07-2019,162,6,13,12
784f154e-d581-4d40-bf42-d7ece8e064ab,ann-31-07-2019,167,1,13,12
26ab35ad-31ad-4ae8-8e9f-586f391e7513,ann-31-07-2019,160,6,13,14
ee1dbbe7-6c57-453e-8f06-69f16c24eca6,ann-31-07-2019,170,6,9,8
73a42980-11c7-4037-a3a0-4b76fc13e5d8,ann-31-07-2019,166,2,15,10
2f9fb5a1-8666-4d84-829a-ef99489b8726,ann-31-07-2019,165,2,15,11
5ca190a6-1b0e-46c5-b10e-21df102bdf9d,ann-31-07-2019,167,4,11,11
86cd13ae-8221-4762-af12-48d23f2cb97f,ann-31-07-2019,165,5,11,12
f1c0371e-d945-4434-97e7-f532984b0adf,ann-31-07-2019,162,9,10,12
60526861-28fe-4c02-b4cb-c2d7a0bd7238,ann-31-07-2019,168,2,11,12
33bf012c-b087-4796-810d-33764f49b57a,ann-31-07-2019,171,4,14,4
a2809c76-d6fb-4fab-883e-b3aa2d7c59c3,ann-31-07-2019,166,4,15,8
559fb3b9-367b-4b36-b4d9-2620782455bb,ann-31-07-2019,162,3,11,17
0c10d3b5-56f1-4e3d-8225-f81f56d787f2,ann-31-07-2019,172,5,5,11
f62bf541-c2fd-4b75-904e-91ad7671c61c,ann-31-07-2019,163,0,19,11
e96c2922-1bea-440a-9dcd-88c8a111088b,ann-31-07-2019,168,4,8,13
