%Cálculo 1,%Lógica,%Matemática Discreta,%Física,%Cálculo 2,Cálculo 1,Lógica,Matemática Discreta,Física,Cálculo 2,Classe
0.16176470588235295,0.0,0.9230769230769231,1.0,1.0,0.3856617647058824,0.2261267605633802,0.5235833333333334,0.41492647058823523,0.5198333333333333,0.0
0.0,0.8450704225352113,0.9230769230769231,1.0,1.0,0.45561403508771925,0.4831666666666667,0.5006740317841881,0.4699264705882352,0.49999999999999994,1.0
0.0,0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3360497793429977,0.09992647058823519,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,1.0,0.3540441176470589,0.21816666666666662,0.3608593749999999,0.41492647058823523,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3360497793429977,0.09992647058823519,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,1.0,0.43061403508771934,0.18316666666666662,0.14858333333333335,0.43492647058823514,0.42928309409888354,0.0
0.8382352941176471,0.0,0.9230769230769231,1.0,1.0,0.5306140350877193,0.20352941176470585,0.5235833333333334,0.5499264705882352,0.42483333333333323,0.0
0.0,0.0,0.0,1.0,1.0,0.42561403508771944,0.23816666666666658,0.21358333333333332,0.4799264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.153671875,0.3499264705882352,0.42928309409888354,0.0
0.8382352941176471,0.0,0.9230769230769231,1.0,1.0,0.4806140350877193,0.44316666666666665,0.5985833333333335,0.45992647058823516,0.49999999999999994,1.0
0.0,0.0,0.0,0.0,0.0,0.3524366066821465,0.3435294117647058,0.300234375,0.3849264705882352,0.21983333333333324,0.0
0.0,0.0,0.0,1.0,1.0,0.3524366066821465,0.3459808292307727,0.3360497793429977,0.3852101585314971,0.42928309409888354,0.0
0.0,0.8450704225352113,0.9230769230769231,1.0,1.0,0.44061403508771935,0.4831666666666667,0.4935833333333333,0.4749264705882352,0.42928309409888354,0.0
0.16176470588235295,0.8450704225352113,0.9230769230769231,1.0,1.0,0.31301470588235303,0.49316666666666664,0.5285833333333333,0.4199264705882352,0.42928309409888354,0.0
0.0,0.0,0.015384615384615385,1.0,0.0,0.25183823529411775,0.1997058823529411,0.362923076923077,0.40492647058823517,0.39483333333333326,0.0
0.0,0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3360497793429977,0.1499264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,1.0,0.38051470588235303,0.3459808292307727,0.21358333333333332,0.4849264705882351,0.4548333333333332,0.0
0.0,0.0,0.9230769230769231,1.0,1.0,0.42561403508771944,0.4331666666666666,0.47858333333333325,0.40492647058823517,0.46483333333333315,0.0
0.0,0.0,0.0,0.0,1.0,0.42561403508771944,0.3459808292307727,0.3360497793429977,0.2499264705882352,0.42928309409888354,0.0
0.0,0.0,0.9230769230769231,0.0,0.0,0.25014705882352944,0.3459808292307727,0.4485833333333334,0.2599264705882352,0.4048333333333332,0.0
0.16176470588235295,0.8450704225352113,0.9230769230769231,1.0,1.0,0.392279411764706,0.49816666666666654,0.4485833333333334,0.4449264705882352,0.5748333333333332,1.0
0.0,0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3360497793429977,0.09992647058823519,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.24061403508771936,0.3459808292307727,0.3360497793429977,0.1699264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.42561403508771944,0.3459808292307727,0.3360497793429977,0.3349264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.18061403508771937,0.3459808292307727,0.3360497793429977,0.2449264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.20110294117647068,0.3459808292307727,0.14858333333333335,0.3649264705882352,0.42928309409888354,0.0
0.0,0.0,0.9230769230769231,0.0,1.0,0.2350735294117648,0.35,0.4735833333333334,0.3249264705882352,0.42928309409888354,0.0
0.0,0.8450704225352113,0.9230769230769231,1.0,1.0,0.45561403508771925,0.5581666666666666,0.5435833333333333,0.5699264705882352,0.4848333333333333,1.0
0.0,0.11267605633802817,0.9230769230769231,1.0,0.0,0.4356140350877194,0.23705882352941174,0.4485833333333334,0.41492647058823523,0.3898333333333332,1.0
0.0,0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3360497793429977,0.13992647058823518,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.3524366066821465,0.3459808292307727,0.3360497793429977,0.09992647058823519,0.42928309409888354,0.0
0.8382352941176471,0.0,0.9230769230769231,1.0,1.0,0.5956140350877194,0.47316666666666657,0.4885833333333333,0.5999264705882352,0.4348333333333333,0.0
0.0,0.0,0.0,0.0,1.0,0.3050735294117648,0.3459808292307727,0.42358333333333337,0.37992647058823514,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,1.0,0.24061403508771936,0.3459808292307727,0.17710937499999999,0.5299264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.2806140350877194,0.3459808292307727,0.3360497793429977,0.2949264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.3524366066821465,0.3459808292307727,0.3360497793429977,0.09992647058823519,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.42561403508771944,0.4581666666666666,0.4385833333333333,0.37992647058823514,0.49999999999999994,1.0
0.8382352941176471,0.8450704225352113,0.0,1.0,1.0,0.6106140350877194,0.5181666666666667,0.40858333333333335,0.5999264705882352,0.44483333333333325,0.0
0.8382352941176471,0.11267605633802817,0.9230769230769231,0.0,1.0,0.49061403508771934,0.4035294117647058,0.48358333333333337,0.3849264705882352,0.5298333333333332,0.0
0.0,0.0,0.0,0.0,1.0,0.17561403508771942,0.3459808292307727,0.3360497793429977,0.1499264705882352,0.42928309409888354,0.0
0.16176470588235295,0.0,0.0,1.0,1.0,0.37389705882352947,0.3459808292307727,0.3360497793429977,0.5349264705882352,0.4548333333333332,0.0
0.0,0.8450704225352113,0.06153846153846154,0.0,1.0,0.44061403508771935,0.4831666666666667,0.33898437499999995,0.3649264705882352,0.42928309409888354,0.0
0.8382352941176471,0.04225352112676056,0.0,1.0,1.0,0.5056140350877193,0.20626760563380275,0.153671875,0.4999264705882352,0.4748333333333332,0.0
0.16176470588235295,0.0,0.0,1.0,1.0,0.30507352941176474,0.3459808292307727,0.3785833333333333,0.4699264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,1.0,0.3658088235294118,0.44316666666666665,0.38023437499999996,0.4399264705882352,0.42928309409888354,0.0
0.0,0.0,0.0,1.0,1.0,0.2806140350877194,0.3459808292307727,0.22398437499999999,0.4299264705882352,0.42483333333333323,0.0
0.0,0.0,0.0,1.0,1.0,0.44061403508771935,0.3459808292307727,0.3360497793429977,0.5099264705882351,0.4398333333333332,0.0
0.0,0.0,0.9230769230769231,1.0,0.0,0.46561403508771937,0.4331666666666666,0.5235833333333334,0.4199264705882352,0.37483333333333324,0.0
0.8382352941176471,0.8450704225352113,0.9230769230769231,1.0,1.0,0.5056140350877193,0.6181666666666665,0.6485833333333334,0.5499264705882352,0.5648333333333333,1.0
0.8382352941176471,0.0,0.0,1.0,1.0,0.5406140350877193,0.1981666666666666,0.20858333333333334,0.3852101585314971,0.42928309409888354,0.0
0.0,0.0,0.0,0.0,1.0,0.1956140350877194,0.3459808292307727,0.3360497793429977,0.3049264705882352,0.42928309409888354,0.0
