,id,integralizacao,media_programacao,media_matematica,media_NE,media_NC,reprovacoes_programacao,reprovacoes_matematica,reprovacoes_NE,reprovacoes_NC,quantidade_trancamentos
331,66,1,4.069230769230769,5.166666666666667,4.6,4.36875,11.0,3.0,1.0,13.0,0
332,66,2,6.3,,8.2,5.033333333333333,1.0,,0.0,1.0,0
333,66,3,5.316666666666666,,5.975,4.0,3.0,,2.0,1.0,0
334,66,4,7.0249999999999995,,7.18,6.766666666666667,3.0,,2.0,1.0,0
335,66,5,7.742857142857143,,7.525,8.033333333333333,2.0,,1.0,1.0,0
336,66,6,8.583333333333334,,8.9,8.35,1.0,,1.0,0.0,0
337,67,0,2.1666666666666665,1.05,,1.8875000000000002,5.0,2.0,,7.0,3
338,68,0,0.5333333333333333,0.2,,0.45,3.0,1.0,,4.0,0
339,69,0,4.9222222222222225,0.5,7.35,3.7625,6.0,1.0,0.0,7.0,0
340,69,1,6.6000000000000005,,7.65,5.55,1.0,,0.0,1.0,0
341,69,2,5.025,5.1,4.466666666666666,5.9,1.0,1.0,1.0,1.0,0
342,69,3,6.11875,,6.111111111111111,6.487500000000001,10.0,,6.0,4.0,0
343,70,0,4.321428571428571,3.2399999999999998,2.6,4.38,12.0,4.0,1.0,16.0,0
344,70,1,5.15,,5.8,4.5,2.0,,1.0,1.0,0
345,70,2,5.077272727272727,,5.633333333333333,4.409999999999999,16.0,,8.0,8.0,0
346,70,3,3.7599999999999993,3.5,2.9400000000000004,4.175000000000001,6.0,3.0,3.0,6.0,0
347,70,4,5.9,,6.85,5.266666666666667,2.0,,1.0,1.0,0
348,70,5,4.288888888888889,4.966666666666667,4.325,4.525,4.0,2.0,2.0,4.0,0
349,70,6,6.0,,6.0,,0.0,,0.0,,0
350,71,0,6.380000000000001,3.1333333333333333,,5.477777777777778,2.0,3.0,,5.0,0
351,71,1,5.566666666666666,4.2,,5.111111111111111,3.0,3.0,,6.0,0
352,71,2,4.4799999999999995,,4.42,4.54,7.0,,4.0,3.0,0
353,71,3,5.76,,5.75,5.8,2.0,,1.0,1.0,0
354,71,4,7.6000000000000005,5.9,7.4,7.45,2.0,1.0,2.0,1.0,0
355,71,5,5.866666666666667,,3.45,7.075,3.0,,1.0,2.0,0
356,71,6,7.859999999999999,,7.449999999999999,8.6,0.0,,0.0,0.0,0
357,72,0,9.033333333333333,6.0,,8.275,0.0,0.0,,0.0,0
358,72,1,8.350000000000001,6.0,,7.640000000000001,0.0,1.0,,1.0,0
359,72,3,7.922222222222222,7.6,8.3,7.844444444444444,1.0,0.0,0.0,1.0,0
360,72,5,8.280000000000001,,8.3,8.2,0.0,,0.0,0.0,0
361,72,6,7.720000000000001,,7.75,7.6,0.0,,0.0,0.0,0
362,72,7,8.08,,8.4,6.8,0.0,,0.0,0.0,0
363,72,8,7.8999999999999995,,7.433333333333334,8.65,1.0,,1.0,0.0,0
364,72,9,10.0,,10.0,,0.0,,0.0,,0
365,73,0,2.208333333333333,4.366666666666666,1.9166666666666667,3.122222222222222,12.0,2.0,6.0,8.0,0
366,73,1,5.9750000000000005,4.1,4.05,7.140000000000001,2.0,1.0,2.0,1.0,0
367,73,2,3.1600000000000006,0.5,3.6333333333333333,1.8555555555555554,12.0,2.0,9.0,8.0,0
368,74,0,5.005555555555555,4.083333333333333,5.766666666666667,4.504347826086957,15.0,5.0,2.0,20.0,0
369,74,1,5.666666666666666,,5.457142857142856,6.4,5.0,,4.0,1.0,0
370,74,2,6.775,,6.8,6.7,0.0,,0.0,0.0,0
371,74,3,7.6000000000000005,,8.566666666666666,6.633333333333333,1.0,,0.0,1.0,0
372,74,4,6.3999999999999995,6.3,6.0,7.6000000000000005,1.0,0.0,1.0,0.0,0
373,74,6,7.32,6.0,7.6,6.85,0.0,0.0,0.0,0.0,0
374,75,0,6.833333333333333,8.5,,7.25,1.0,0.0,,1.0,0
375,75,1,7.0,7.0,,7.0,0.0,0.0,,0.0,0
376,75,2,7.5,5.5,,7.1,0.0,1.0,,1.0,0
377,75,3,5.499999999999999,,5.355555555555555,5.685714285714286,12.0,,7.0,5.0,0
378,75,4,6.016666666666667,,6.016666666666667,9.0,2.0,,2.0,0.0,0
379,75,6,7.890000000000001,,7.366666666666666,8.675,1.0,,0.0,1.0,0
380,76,0,4.26875,3.7142857142857144,5.65,4.036363636363636,14.0,6.0,1.0,20.0,4
381,76,1,4.98,,5.26,4.7,6.0,,2.0,4.0,4
382,76,2,4.25,6.8,3.228571428571428,5.4624999999999995,12.0,0.0,7.0,5.0,4
383,76,3,4.286666666666666,,4.9799999999999995,2.9,9.0,,5.0,4.0,4
384,76,4,3.2166666666666663,,2.7375000000000003,5.24,9.0,,7.0,2.0,4
385,77,0,5.033333333333334,4.8,,4.7857142857142865,6.0,3.0,,10.0,4
386,77,1,4.218181818181818,5.5,4.433333333333334,4.49,8.0,1.0,2.0,7.0,4
387,77,2,5.025,,4.6,5.166666666666667,3.0,,1.0,2.0,4
388,78,0,4.066666666666666,7.5,,4.925,3.0,0.0,,3.0,1
389,79,0,3.7111111111111117,3.7,3.5799999999999996,3.816666666666667,6.0,1.0,3.0,4.0,0
390,79,1,5.06,,7.4,4.475,2.0,,0.0,2.0,0
391,79,2,4.892307692307693,5.8,5.185714285714285,4.728571428571428,9.0,1.0,5.0,5.0,0
392,79,3,4.785714285714286,,6.0875,3.0500000000000003,8.0,,3.0,5.0,0
393,79,4,5.014285714285714,,4.2,5.34,3.0,,1.0,2.0,0
394,79,5,6.45,,6.5,6.4,0.0,,0.0,0.0,0
395,80,0,4.94,3.8200000000000003,4.1,4.869999999999999,12.0,5.0,1.0,16.0,0
396,80,1,6.183333333333333,,6.375,5.8,3.0,,2.0,1.0,0
397,80,2,5.066666666666666,,4.972727272727273,5.325,10.0,,8.0,2.0,0
398,80,3,6.3999999999999995,,6.94,6.35,4.0,,3.0,1.0,0
399,80,4,6.385714285714285,5.8,5.7,6.68,3.0,1.0,2.0,2.0,0
400,81,0,7.55,,,7.55,0.0,,,0.0,2
401,81,1,7.625,,,7.625,1.0,,,1.0,2
402,81,2,7.633333333333333,8.7,7.44,8.649999999999999,0.0,0.0,0.0,0.0,2
403,81,4,8.14,8.9,8.2,8.34,0.0,0.0,0.0,0.0,2
404,81,5,5.6,,6.1,3.6,2.0,,1.0,1.0,2
405,81,6,7.016666666666667,,7.5,6.05,2.0,,1.0,1.0,2
406,82,1,9.45,6.0,,8.76,0.0,0.0,,0.0,0
407,82,2,8.1,7.25,,7.8,0.0,0.0,,0.0,0
408,82,3,8.350000000000001,8.7,,8.420000000000002,0.0,0.0,,0.0,0
409,82,4,7.919999999999999,,7.7,7.9750000000000005,0.0,,0.0,0.0,0
410,82,5,7.8,,7.699999999999999,8.2,0.0,,0.0,0.0,0
411,82,6,7.4,,7.225,8.1,0.0,,0.0,0.0,0
412,82,7,7.05,,6.6,9.3,2.0,,2.0,0.0,0
413,82,9,6.09,,5.366666666666667,7.540000000000001,3.0,,2.0,1.0,0
414,83,0,8.033333333333333,10.0,,8.525,0.0,0.0,,0.0,0
415,83,2,8.3,8.75,,8.819999999999999,0.0,0.0,,0.0,0
416,83,3,8.35,7.6,,8.2,0.0,0.0,,0.0,0
417,83,4,6.82,,7.7,6.6,1.0,,0.0,1.0,0
418,83,5,6.336363636363637,,6.177777777777778,7.05,4.0,,4.0,0.0,0
419,83,6,5.05,,4.84,6.1,2.0,,2.0,0.0,0
420,83,7,7.1800000000000015,,5.449999999999999,8.5,2.0,,1.0,1.0,0
421,83,8,8.566666666666666,,8.566666666666666,,1.0,,1.0,,0
422,83,9,10.0,,10.0,,0.0,,0.0,,0
423,84,0,0.0,0.0,,0.0,3.0,1.0,,4.0,0
424,85,0,0.9833333333333334,,0.725,1.5,6.0,,4.0,2.0,4
425,86,0,3.0,1.25,,2.4999999999999996,6.0,2.0,,9.0,1
426,87,0,7.7,,7.9,7.5,1.0,,0.0,1.0,4
427,88,0,4.5249999999999995,4.42,,4.522222222222221,10.0,4.0,,15.0,4
428,88,1,1.7045454545454546,0.0,0.17272727272727273,2.542857142857143,19.0,1.0,11.0,11.0,4
429,89,0,7.925000000000001,5.0,,7.340000000000001,1.0,1.0,,2.0,0
430,89,1,5.183333333333334,4.3,,5.054545454545454,3.0,3.0,,6.0,0
431,89,2,7.666666666666667,5.8,,7.2,0.0,1.0,,1.0,0
432,89,3,4.327272727272727,,5.574999999999999,3.614285714285714,6.0,,2.0,4.0,0
433,89,4,6.68,,7.166666666666667,5.95,1.0,,0.0,1.0,0
434,89,6,8.5,,8.5,9.5,0.0,,0.0,0.0,0
435,89,7,6.688888888888889,,6.083333333333333,7.8999999999999995,2.0,,2.0,0.0,0
436,89,8,5.8999999999999995,,4.75,8.2,1.0,,1.0,0.0,0
437,90,0,1.457142857142857,,1.0,2.066666666666667,6.0,,4.0,2.0,3
438,91,0,6.45,,6.4,5.75,0.0,,0.0,1.0,0
439,91,1,6.3100000000000005,,6.275,6.333333333333333,4.0,,2.0,2.0,0
440,91,3,8.883333333333333,,8.66,9.75,0.0,,0.0,0.0,0
441,91,4,6.45,,6.383333333333333,6.550000000000001,4.0,,2.0,2.0,0
442,91,5,7.7,,7.3999999999999995,8.15,1.0,,1.0,0.0,0
443,92,0,4.36,7.5,6.15,4.82,4.0,0.0,1.0,3.0,0
444,92,1,3.6642857142857137,1.6333333333333335,3.6125000000000003,3.5800000000000005,10.0,3.0,7.0,6.0,0
445,93,0,5.085714285714286,6.199999999999999,5.7,5.449999999999999,5.0,1.0,2.0,4.0,4
446,93,1,7.575,,7.3,7.666666666666667,0.0,,0.0,0.0,4
447,93,2,4.375,,4.375,8.5,5.0,,5.0,0.0,4
448,94,0,4.528571428571429,0.8,4.199999999999999,3.925,4.0,1.0,2.0,3.0,1
449,94,1,4.0,6.0,3.5,6.0,2.0,0.0,2.0,0.0,1
450,95,0,8.200000000000001,3.3,,6.975,0.0,1.0,,1.0,0
451,95,1,4.9,4.35,,5.1,1.0,1.0,,2.0,0
452,95,2,5.178571428571428,3.54,5.5,4.546666666666666,9.0,5.0,2.0,12.0,0
453,95,3,5.374999999999999,5.0,5.266666666666667,5.5600000000000005,10.0,1.0,8.0,3.0,0
454,95,4,5.128571428571429,,3.9,7.325,5.0,,4.0,1.0,0
455,95,5,7.014285714285714,7.5,6.875,7.275,3.0,0.0,2.0,1.0,0
456,96,0,2.3499999999999996,1.3,0.35,2.4153846153846152,12.0,3.0,2.0,13.0,0
457,97,0,9.233333333333333,5.0,,8.175,0.0,1.0,,1.0,0
458,97,1,8.2,6.2,,7.74,0.0,1.0,,1.0,0
459,97,2,8.4,9.4,,8.6,0.0,0.0,,0.0,0
460,97,3,6.92,,8.1,6.625,1.0,,0.0,1.0,0
461,97,4,7.540000000000001,,7.525,7.6,0.0,,0.0,0.0,0
462,97,5,6.779999999999999,,6.95,6.1,2.0,,2.0,0.0,0
463,97,6,8.066666666666668,,8.02,8.3,0.0,,0.0,0.0,0
464,97,8,8.433333333333334,,8.466666666666667,8.3,0.0,,0.0,0.0,0
465,98,0,5.833333333333333,5.0,,5.625,1.0,1.0,,2.0,1
466,98,1,8.3,3.45,,6.02,0.0,2.0,,2.0,1
467,98,2,5.811111111111111,3.4666666666666663,4.75,5.319999999999999,3.0,3.0,1.0,5.0,1
468,98,3,5.771428571428571,,5.571428571428571,5.971428571428571,8.0,,5.0,3.0,1
469,98,4,6.533333333333334,5.8,6.04,7.4,3.0,1.0,3.0,1.0,1
470,98,5,4.0588235294117645,6.4,3.9249999999999994,5.3,14.0,0.0,9.0,5.0,1
471,98,6,4.588888888888889,,4.35,6.5,6.0,,6.0,0.0,1
472,99,0,4.888888888888889,3.6599999999999993,,4.7,6.0,5.0,,11.0,2
473,99,1,3.83125,3.1,3.9285714285714284,3.6900000000000004,12.0,1.0,5.0,8.0,2
474,100,0,5.9,4.2,,4.911111111111111,3.0,2.0,,6.0,0
475,100,1,6.55,3.7,,5.6000000000000005,1.0,2.0,,3.0,0
476,100,2,6.7,5.8,7.4,5.933333333333334,0.0,1.0,0.0,1.0,0
477,100,3,6.366666666666667,6.3,6.22,6.833333333333335,4.0,0.0,3.0,1.0,0
478,100,4,6.22,,6.0249999999999995,7.0,2.0,,2.0,0.0,0
479,100,5,7.200000000000001,,6.659999999999999,8.55,2.0,,2.0,0.0,0
480,100,6,7.359999999999999,,8.15,6.833333333333333,0.0,,0.0,0.0,0
481,100,7,8.45,,8.45,,0.0,,0.0,,0
482,101,0,4.983333333333333,5.033333333333334,,5.0,4.0,3.0,,7.0,3
483,101,1,3.8263157894736843,5.6,3.0833333333333335,4.4,15.0,1.0,5.0,12.0,3
484,101,2,3.385714285714286,,2.8249999999999997,4.62,17.0,,11.0,6.0,3
485,101,3,3.4999999999999996,,3.9777777777777783,2.783333333333333,12.0,,7.0,5.0,3
486,102,0,5.316666666666666,3.0,,4.7375,3.0,1.0,,4.0,0
487,102,1,3.808333333333333,1.5333333333333332,,3.5812500000000003,9.0,3.0,,12.0,0
488,102,2,4.95,,4.82,5.6,3.0,,2.0,1.0,0
489,102,3,4.828571428571428,,6.175000000000001,3.033333333333333,5.0,,2.0,3.0,0
490,102,4,6.333333333333332,,6.0200000000000005,7.9,1.0,,1.0,0.0,0
491,102,5,5.685714285714286,6.4,3.55,6.516666666666667,4.0,0.0,1.0,3.0,0
492,102,6,7.800000000000001,6.0,8.133333333333333,7.580000000000001,0.0,0.0,0.0,0.0,0
493,102,7,5.425,6.0,4.8,6.65,1.0,0.0,1.0,0.0,0
494,102,8,7.2,,7.2,,0.0,,0.0,,0
495,103,0,1.0333333333333334,,,1.0333333333333334,3.0,,,3.0,3
496,104,0,5.611111111111112,2.6,,4.713333333333334,7.0,5.0,,12.0,2
497,104,1,5.68,5.6,2.9,6.22,2.0,1.0,1.0,2.0,2
498,104,2,5.0,2.4,5.316666666666666,3.72,10.0,1.0,7.0,4.0,2
499,104,3,3.353846153846154,1.0,3.1571428571428575,3.9375,10.0,1.0,5.0,6.0,2
500,105,0,4.88,1.9666666666666668,,3.3666666666666663,3.0,3.0,,7.0,2
501,106,0,5.344444444444444,3.2600000000000002,,4.826666666666667,6.0,5.0,,11.0,0
502,106,1,2.057894736842105,0.0,0.38,2.48,17.0,1.0,5.0,13.0,0
503,107,0,6.0,,,6.0,1.0,,,1.0,3
504,108,0,9.533333333333333,10.0,,9.65,0.0,0.0,,0.0,0
505,108,2,9.55,9.75,,9.72,0.0,0.0,,0.0,0
506,108,3,9.400000000000002,10.0,,9.520000000000001,0.0,0.0,,0.0,0
507,108,4,9.02,,8.5,9.15,0.0,,0.0,0.0,0
508,108,5,9.16,,9.1,9.4,0.0,,0.0,0.0,0
509,108,6,8.3,,8.299999999999999,8.3,0.0,,0.0,0.0,0
510,108,7,6.666666666666667,,6.220000000000001,8.9,2.0,,2.0,0.0,0
511,108,9,5.833333333333333,,5.3,7.549999999999999,3.0,,2.0,1.0,0
512,109,0,5.58,2.5,,4.7666666666666675,3.0,3.0,,6.0,0
513,109,1,3.905882352941176,2.0500000000000003,3.5749999999999997,3.5470588235294107,12.0,4.0,3.0,13.0,0
514,109,2,1.9857142857142858,0.5,2.4,2.1083333333333334,13.0,2.0,4.0,11.0,0
515,110,0,3.3,0.16666666666666666,0.0,2.4285714285714284,4.0,3.0,1.0,6.0,0
516,111,0,4.017647058823529,3.78,2.45,4.413636363636364,15.0,5.0,2.0,18.0,3
517,111,1,5.37,3.95,5.95,3.5,6.0,2.0,4.0,4.0,3
518,111,2,6.116666666666667,,5.833333333333333,6.3999999999999995,3.0,,2.0,1.0,3
519,111,3,5.038461538461538,2.2,4.74,4.888888888888889,7.0,1.0,3.0,5.0,3
520,111,4,3.145454545454545,2.0,2.1875,3.58,18.0,1.0,7.0,12.0,3
521,112,0,8.066666666666668,6.1,,7.574999999999999,0.0,0.0,,0.0,0
522,112,1,7.85,3.9000000000000004,,6.5,0.0,2.0,,2.0,0
523,112,3,6.433333333333334,7.5,6.2,6.669999999999999,3.0,0.0,0.0,3.0,0
524,112,4,6.209999999999999,,6.275,5.95,5.0,,4.0,1.0,0
525,112,5,7.183333333333334,,7.18,7.2,1.0,,1.0,0.0,0
526,112,7,8.357142857142858,,8.325,8.675,0.0,,0.0,0.0,0
527,112,8,7.55,,8.6,6.5,0.0,,0.0,0.0,0
528,113,0,2.525,1.8,0.0,2.9749999999999996,7.0,2.0,2.0,7.0,3
529,114,0,4.859999999999999,,5.266666666666667,4.25,3.0,,2.0,1.0,2
530,114,1,5.971428571428571,,6.42,4.85,3.0,,1.0,2.0,2
531,114,2,4.927272727272728,,4.4625,6.75,6.0,,4.0,2.0,2
532,115,0,3.1071428571428577,2.3000000000000003,,3.0619047619047617,12.0,5.0,,17.0,0
533,116,0,3.08,1.6500000000000001,,2.8416666666666663,9.0,2.0,,11.0,0
534,117,0,7.166666666666667,5.3,,6.233333333333333,0.0,2.0,,2.0,0
535,117,1,6.375,1.7,,5.4399999999999995,0.0,1.0,,1.0,0
536,117,2,5.069999999999999,5.0,6.02,4.266666666666667,7.0,1.0,3.0,5.0,0
537,117,3,6.6000000000000005,,6.9,6.0,3.0,,2.0,1.0,0
538,117,4,6.45,,5.375,8.6,2.0,,2.0,0.0,0
539,117,5,7.883333333333333,,8.680000000000001,3.9,1.0,,0.0,1.0,0
540,117,6,7.859999999999999,9.5,9.0,7.76,0.0,0.0,0.0,0.0,0
541,118,0,0.19999999999999998,0.0,,0.15,3.0,1.0,,4.0,0
542,119,0,6.833333333333333,8.0,,7.125,1.0,0.0,,1.0,0
543,119,1,7.65,8.5,,7.480000000000001,0.0,0.0,,1.0,0
544,119,2,7.875000000000001,7.8,,7.860000000000001,0.0,0.0,,0.0,0
545,119,3,7.0,,7.7,6.824999999999999,2.0,,0.0,2.0,0
546,119,4,6.4799999999999995,,6.1,8.0,2.0,,2.0,0.0,0
547,119,5,7.183333333333333,,7.219999999999999,7.0,1.0,,1.0,0.0,0
548,119,6,6.9142857142857155,,6.849999999999999,7.3,1.0,,1.0,0.0,0
549,119,7,7.5,,5.25,9.666666666666666,1.0,,1.0,0.0,0
550,119,8,9.125,,8.833333333333334,10.0,0.0,,0.0,0.0,0
551,120,0,5.9125,5.666666666666667,,5.6499999999999995,6.0,2.0,,9.0,0
552,120,1,4.841176470588236,,5.1,4.55,14.0,,8.0,6.0,0
553,120,2,7.066666666666666,,7.459999999999999,5.1,2.0,,1.0,1.0,0
554,120,3,7.542857142857144,,6.525,9.05,1.0,,1.0,0.0,0
555,120,4,5.4,6.2,5.2,6.199999999999999,2.0,0.0,1.0,1.0,0
556,120,5,7.875,,7.666666666666667,8.5,0.0,,0.0,0.0,0
557,121,0,5.220000000000001,5.125,,4.966666666666667,7.0,3.0,,11.0,1
558,121,1,3.5444444444444443,,3.55,3.54,8.0,,4.0,4.0,1
559,121,2,5.7555555555555555,,5.700000000000001,5.900000000000001,5.0,,4.0,2.0,1
560,121,3,7.92,,8.1,7.2,0.0,,0.0,0.0,1
561,121,4,6.666666666666667,,7.7,6.459999999999999,2.0,,0.0,2.0,1
562,121,5,5.875,6.1,1.1,7.125,1.0,0.0,1.0,0.0,1
563,121,6,7.183333333333334,,7.183333333333334,9.8,1.0,,1.0,0.0,1
564,122,0,5.008333333333334,4.333333333333333,,4.794736842105263,9.0,5.0,,15.0,2
565,122,1,4.800000000000001,6.5,4.55,5.25,6.0,0.0,2.0,4.0,2
566,122,2,5.814285714285714,,5.4,6.85,3.0,,3.0,0.0,2
567,122,3,4.2,,4.522222222222222,3.62,9.0,,5.0,4.0,2
568,122,4,4.754545454545455,,4.233333333333333,5.38,7.0,,4.0,3.0,2
569,122,5,3.5583333333333336,,3.8857142857142857,3.85,9.0,,5.0,4.0,2
570,122,6,5.6000000000000005,,6.05,4.7,2.0,,1.0,1.0,2
571,123,0,3.0333333333333337,0.3,,2.3499999999999996,3.0,1.0,,4.0,0
572,124,0,2.775,2.8499999999999996,,2.8000000000000007,7.0,4.0,,11.0,2
573,125,0,9.2,5.0,,8.149999999999999,0.0,1.0,,1.0,0
574,125,1,8.4,5.15,,7.220000000000001,0.0,2.0,,2.0,0
575,125,2,6.144444444444444,5.7,5.6,6.155555555555555,3.0,1.0,1.0,3.0,0
576,125,3,6.26,,6.225,6.4,1.0,,1.0,0.0,0
577,125,4,6.4,,6.75,5.0,5.0,,3.0,2.0,0
578,125,6,7.866666666666666,,8.175,7.849999999999999,1.0,,0.0,1.0,0
579,126,0,6.3500000000000005,3.1,,5.811111111111112,3.0,2.0,,5.0,1
580,126,1,3.926086956521739,3.966666666666667,3.4777777777777774,4.170588235294117,20.0,2.0,9.0,13.0,1
581,126,2,4.1,3.45,4.0600000000000005,3.9428571428571426,8.0,1.0,4.0,5.0,1
582,126,3,3.1454545454545455,1.7666666666666668,3.4599999999999995,2.511111111111111,9.0,3.0,4.0,8.0,1
583,127,0,2.733333333333333,0.3,,2.125,3.0,1.0,,4.0,0
584,128,0,7.666666666666667,,,7.666666666666667,0.0,,,0.0,0
585,128,1,5.774999999999999,,5.45,6.145454545454545,8.0,,2.0,6.0,0
586,128,2,6.4,,7.233333333333334,5.15,1.0,,0.0,1.0,0
587,128,3,5.890000000000001,,5.944444444444445,5.4,6.0,,5.0,1.0,0
588,128,4,6.383333333333333,,6.725,5.7,3.0,,2.0,1.0,0
589,129,0,6.180000000000001,2.1,,5.011111111111111,3.0,3.0,,6.0,0
590,129,1,6.0200000000000005,5.8,8.0,5.139999999999999,3.0,1.0,0.0,4.0,0
591,129,2,4.93,6.3,4.733333333333333,5.175000000000001,6.0,0.0,3.0,3.0,0
592,129,3,7.3875,,7.4399999999999995,7.3,2.0,,2.0,0.0,0
593,129,5,7.4799999999999995,,7.425,7.7,0.0,,0.0,0.0,0
594,129,6,8.2125,,8.0,8.64,1.0,,1.0,0.0,0
595,129,7,9.3,,9.3,,0.0,,0.0,,0
596,130,0,8.3,,,8.3,0.0,,,0.0,0
597,130,1,5.819999999999999,,6.5,6.3,1.0,,0.0,1.0,0
598,130,2,6.377777777777777,6.2,6.42,6.183333333333334,4.0,0.0,2.0,3.0,0
599,130,3,6.7,,7.166666666666667,6.42,3.0,,1.0,2.0,0
600,130,4,6.475,,5.9,7.05,1.0,,1.0,0.0,0
601,130,5,6.155555555555556,,6.859999999999999,5.2749999999999995,4.0,,1.0,3.0,0
602,131,0,7.733333333333333,9.1,,8.075,0.0,0.0,,0.0,0
603,131,2,7.25,8.7,,8.18,0.0,0.0,,0.0,0
604,131,3,8.075,8.8,,8.219999999999999,0.0,0.0,,0.0,0
605,131,4,7.540000000000001,,8.3,7.35,1.0,,0.0,1.0,0
606,131,5,8.0,,8.35,6.6,0.0,,0.0,0.0,0
607,131,6,7.233333333333333,,7.519999999999999,5.8,1.0,,0.0,1.0,0
608,131,7,8.216666666666667,,8.26,8.0,0.0,,0.0,0.0,0
609,131,9,8.879999999999999,,9.0,8.975,0.0,,0.0,0.0,0
610,132,0,7.3999999999999995,5.0,,6.8,1.0,1.0,,2.0,0
611,132,1,6.266666666666667,5.75,,6.433333333333334,0.0,1.0,,1.0,0
612,132,2,6.3999999999999995,6.3,7.2,6.175,1.0,0.0,0.0,1.0,0
613,132,3,5.945454545454544,,5.924999999999999,5.957142857142856,5.0,,2.0,3.0,0
614,132,4,6.383333333333334,,6.62,5.2,3.0,,2.0,1.0,0
615,132,6,7.818181818181818,,7.65,8.575,2.0,,2.0,0.0,0
616,132,7,8.4,,8.4,,0.0,,0.0,,0
617,133,0,1.925,,0.0,3.271428571428572,8.0,,2.0,6.0,1
618,134,0,8.0,,,8.0,0.0,,,0.0,4
619,135,0,2.5333333333333337,0.1,,1.925,3.0,1.0,,4.0,0
620,136,0,4.824999999999999,4.633333333333334,0.4,5.1916666666666655,6.0,2.0,1.0,8.0,0
621,136,1,4.233333333333333,3.2,4.6,4.0125,7.0,1.0,2.0,6.0,0
622,136,2,5.25,,4.683333333333333,6.1,6.0,,4.0,2.0,0
623,136,3,6.090000000000001,7.2,5.6,7.2,4.0,0.0,4.0,1.0,0
624,136,4,6.025,3.0,6.033333333333334,4.5,1.0,1.0,1.0,1.0,0
625,136,5,5.9,1.8,7.1000000000000005,3.3333333333333335,2.0,1.0,1.0,2.0,0
626,136,6,6.066666666666666,6.0,5.8,6.25,1.0,0.0,1.0,0.0,0
627,137,0,3.1,5.1,3.1,5.1,1.0,1.0,1.0,1.0,2
628,138,0,1.6000000000000003,,,1.6000000000000003,3.0,,,3.0,0
629,139,0,6.933333333333334,2.7,,5.875,0.0,1.0,,1.0,0
630,139,1,7.5,4.55,,6.5200000000000005,1.0,1.0,,2.0,0
631,139,2,5.771428571428572,6.8,6.7,5.785714285714286,4.0,0.0,0.0,4.0,0
632,139,3,5.8500000000000005,,3.9,8.1,2.0,,2.0,0.0,0
633,140,0,4.257142857142857,1.8666666666666665,,3.745454545454545,6.0,3.0,,10.0,0
634,141,0,5.271428571428571,3.3499999999999996,5.0,4.766666666666667,5.0,2.0,1.0,7.0,0
635,141,2,6.4,6.65,,6.5125,1.0,0.0,,1.0,0
636,141,3,5.333333333333335,7.1,4.633333333333334,6.185714285714285,7.0,0.0,5.0,2.0,0
637,141,4,5.5200000000000005,,5.357142857142857,5.900000000000001,6.0,,5.0,1.0,0
638,141,5,6.566666666666666,,6.866666666666667,4.475,3.0,,1.0,3.0,0
639,141,6,7.3,6.9,7.9,7.6,0.0,0.0,0.0,0.0,0
640,142,0,5.68,3.38,5.0,4.88125,7.0,5.0,1.0,13.0,0
641,142,1,5.918181818181818,4.6,5.08,6.328571428571428,6.0,1.0,4.0,3.0,0
642,142,3,6.757142857142857,6.35,6.26,7.175,1.0,0.0,1.0,0.0,0
643,142,4,7.333333333333333,4.7,7.3,6.050000000000001,0.0,1.0,0.0,1.0,0
644,142,5,6.233333333333333,2.5,6.966666666666666,4.75,2.0,1.0,1.0,2.0,0
645,142,6,5.381818181818182,2.5,5.5875,3.6666666666666665,6.0,2.0,4.0,4.0,0
646,142,7,7.45,,7.5,7.4,0.0,,0.0,0.0,0
647,143,0,3.5035714285714286,1.425,2.7285714285714286,3.5259259259259257,24.0,4.0,7.0,23.0,3
648,143,1,3.375,0.4,3.6999999999999997,2.52,6.0,1.0,3.0,4.0,3
649,144,0,7.5,,,7.5,0.0,,,0.0,0
650,144,1,8.525,8.1,,8.3625,0.0,1.0,,1.0,0
651,144,3,9.36,10.0,,9.466666666666667,0.0,0.0,,0.0,0
652,144,4,8.616666666666667,,8.879999999999999,7.3,0.0,,0.0,0.0,0
653,144,6,8.35,,9.35,6.35,0.0,,0.0,0.0,0
654,144,7,8.7875,,9.540000000000001,8.15,1.0,,0.0,1.0,0
655,144,8,7.525,,8.5,6.55,1.0,,0.0,1.0,0
656,145,0,7.05,5.0,,6.640000000000001,1.0,1.0,,2.0,0
657,145,1,6.566666666666666,3.7,,5.633333333333333,1.0,2.0,,3.0,0
658,145,2,5.825,6.05,,5.8999999999999995,1.0,1.0,,2.0,0
659,145,3,8.1,,7.0,8.375,0.0,,0.0,0.0,0
660,145,4,6.7,,6.175000000000001,7.75,2.0,,2.0,0.0,0
661,145,5,5.9399999999999995,,5.5,7.7,2.0,,2.0,0.0,0
662,145,6,7.566666666666666,,7.566666666666666,,1.0,,1.0,,0
663,145,7,7.459999999999999,,6.566666666666666,9.200000000000001,1.0,,1.0,0.0,0
664,145,8,6.88,,7.366666666666667,6.15,1.0,,0.0,1.0,0
665,146,0,2.811111111111111,0.0,0.0,3.1181818181818177,7.0,2.0,1.0,8.0,2
666,147,0,5.875,1.8,,5.0600000000000005,1.0,1.0,,2.0,0
667,147,1,7.5,3.25,,5.666666666666667,0.0,1.0,,2.0,0
