0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.4644268774703557,0.6777192982456139,0.5734738372093025,0.541128318584071,,0.6182671755725192,0.446869918699187,,0.4903399122807016,0.5602147239263803,0.5898313090418354,0.0
0.4644268774703557,0.2596491228070175,0.2596491228070175,1.0,1.0,1.0,1.0,,1.0,1.0,0.5898313090418354,0.5384052924791086,0.5384052924791086,0.7684738372093023,0.711128318584071,0.6014168039538714,0.6282671755725192,,0.536910994764398,0.6903399122807017,0.0
0.3067484662576687,0.3067484662576687,1.0,0.2596491228070175,0.2596491228070175,1.0,0.31194690265486724,0.31194690265486724,1.0,1.0,0.4861815336463223,0.4861815336463223,0.7002865612648221,0.5103551532033426,0.5103551532033426,0.5684738372093023,0.54995784148398,0.54995784148398,0.5864168039538715,0.5732671755725193,1.0
,1.0,1.0,0.3067484662576687,0.3067484662576687,0.4644268774703557,0.4644268774703557,0.2596491228070175,0.2596491228070175,1.0,,0.6319109947643978,0.6903399122807017,0.5041862284820031,0.5041862284820031,0.5628879892037787,0.5628879892037787,0.46458913649025063,0.46458913649025063,0.5634738372093023,1.0
1.0,1.0,1.0,,1.0,0.05921052631578947,0.05921052631578947,0.05921052631578947,0.081799591002045,0.081799591002045,0.541128318584071,0.4864168039538715,0.5382671755725192,,0.536910994764398,0.21616055846422327,0.21616055846422327,0.21616055846422327,0.4011708394698085,0.4011708394698085,0.0
0.081799591002045,0.19960474308300397,0.19960474308300397,0.19960474308300397,0.2596491228070175,0.2596491228070175,1.0,1.0,1.0,1.0,0.4011708394698085,0.5080938242280286,0.5080938242280286,0.5080938242280286,0.5084052924791087,0.5084052924791087,0.6284738372093024,0.6261283185840709,0.4864168039538715,0.5832671755725192,0.0
,1.0,1.0,0.3067484662576687,0.3067484662576687,1.0,0.2596491228070175,0.2596491228070175,1.0,1.0,,0.5969109947643979,0.6553399122807017,0.4683176838810642,0.4683176838810642,0.6402865612648221,0.5582520891364903,0.5582520891364903,0.5784738372093023,0.5911283185840709,1.0
1.0,1.0,,1.0,1.0,1.0,1.0,0.2596491228070175,0.2596491228070175,1.0,0.5564168039538714,0.6182671755725192,,0.5419109947643979,0.5653399122807017,0.49521472392638033,0.6652865612648221,0.45932451253481893,0.45932451253481893,0.6234738372093024,1.0
1.0,1.0,1.0,,1.0,1.0,0.3067484662576687,0.3067484662576687,1.0,1.0,0.671128318584071,0.5214168039538715,0.5282671755725192,,0.5769109947643979,0.6253399122807016,0.454186228482003,0.454186228482003,0.6602865612648221,0.5877192982456141,0.0
0.4273255813953488,0.4273255813953488,1.0,1.0,1.0,1.0,1.0,0.19736842105263158,0.19736842105263158,0.3067484662576687,0.4195213849287169,0.4195213849287169,0.586128318584071,0.6164168039538714,0.6532671755725192,0.49186991869918695,0.6269109947643978,0.38381868131868124,0.38381868131868124,0.447754303599374,0.0
