0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.11428571428571428,0.11428571428571428,0.8611111111111112,0.16176470588235295,0.16176470588235295,0.0,0.0,0.0,1.0,0.0,0.3533571428571428,0.3533571428571428,0.5542741935483871,0.36382352941176477,0.36382352941176477,0.4381666666666666,0.392109375,0.392109375,0.4849264705882351,0.403968253968254,1.0
0.9508196721311475,1.0,0.11428571428571428,0.11428571428571428,0.8611111111111112,0.0,0.0,0.0,0.0,1.0,0.4221551724137932,0.5120634920634919,0.33521428571428574,0.33521428571428574,0.5142741935483871,0.45061403508771936,0.2520588235294117,0.2520588235294117,0.44358333333333333,0.5149264705882353,0.0
0.9508196721311475,1.0,0.8857142857142857,0.8611111111111112,0.0,0.0,0.0,0.0,0.9230769230769231,1.0,0.5221551724137932,0.577063492063492,0.5189516129032258,0.6392741935483871,0.39352941176470596,0.39352941176470596,0.2229411764705882,0.2229411764705882,0.4485833333333334,0.5149264705882353,1.0
0.9230769230769231,1.0,0.0,0.0,0.03278688524590164,0.03278688524590164,0.0,0.0,0.0,0.8611111111111112,0.5235833333333334,0.4199264705882352,0.358968253968254,0.37483333333333324,0.3491666666666667,0.3491666666666667,0.33206349206349195,0.3442142857142857,0.3442142857142857,0.49427419354838714,0.0
0.11428571428571428,0.0,0.0,0.0,0.0,0.9230769230769231,1.0,0.0,0.0,0.0,0.32649999999999996,0.3571527777777778,0.3571527777777778,0.43061403508771934,0.4331666666666666,0.4735833333333334,0.48992647058823524,0.403968253968254,0.3898333333333332,0.4071551724137931,0.0
0.9508196721311475,1.0,0.8857142857142857,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.4871551724137932,0.527063492063492,0.5339516129032258,0.5592741935483871,0.26779411764705885,0.26779411764705885,0.20436619718309856,0.20436619718309856,0.20436619718309856,0.27085937499999996,1.0
0.0,0.0,0.0,0.16176470588235295,0.16176470588235295,0.8450704225352113,0.0,0.0,1.0,0.9692307692307692,0.3719285714285714,0.34243055555555557,0.34243055555555557,0.3102941176470589,0.3102941176470589,0.5981666666666666,0.21398437500000003,0.21398437500000003,0.48992647058823524,0.458968253968254,0.0
0.11428571428571428,0.11428571428571428,0.0,0.0,0.16176470588235295,0.16176470588235295,0.0,0.0,0.0,0.0,0.27164285714285713,0.27164285714285713,0.2246527777777778,0.2246527777777778,0.34102941176470597,0.34102941176470597,0.2270588235294117,0.2270588235294117,0.44358333333333333,0.37992647058823514,0.0
0.0,0.0,0.0,0.8382352941176471,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.0,0.0,0.0,0.35706349206349197,0.40895161290322585,0.4542741935483871,0.5006140350877194,0.20950704225352107,0.20950704225352107,0.20950704225352107,0.194296875,0.194296875,0.32992647058823515,0.0
0.03076923076923077,0.03076923076923077,0.0,0.9508196721311475,1.0,0.0,0.0,0.0,0.8382352941176471,0.0,0.28684615384615386,0.28684615384615386,0.37483333333333324,0.45215517241379316,0.40206349206349196,0.4489516129032259,0.18993055555555555,0.18993055555555555,0.5106140350877194,0.4331666666666666,0.0
1.0,0.8857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462063492063492,0.5339516129032258,0.3967361111111112,0.3967361111111112,0.45061403508771936,0.2859859154929577,0.2859859154929577,0.2859859154929577,0.29117187499999997,0.29117187499999997,0.0
0.0,0.0,0.0,0.9508196721311475,1.0,0.11428571428571428,0.11428571428571428,0.1388888888888889,0.1388888888888889,0.16176470588235295,0.3499264705882352,0.37396825396825395,0.37483333333333324,0.4221551724137932,0.397063492063492,0.3575,0.3575,0.3161805555555556,0.3161805555555556,0.34779411764705886,0.0
0.16176470588235295,0.0,0.9230769230769231,1.0,0.9692307692307692,0.0,0.0,1.0,0.8857142857142857,0.1388888888888889,0.34779411764705886,0.4331666666666666,0.4985833333333334,0.4749264705882352,0.558968253968254,0.37483333333333324,0.36715517241379314,0.38206349206349194,0.5039516129032258,0.3317361111111112,0.0
0.9508196721311475,1.0,0.0,0.0,0.0,0.16176470588235295,0.16176470588235295,0.0,0.0,0.0,0.4121551724137931,0.427063492063492,0.4439516129032259,0.25048611111111113,0.25048611111111113,0.3856617647058824,0.3856617647058824,0.2261267605633802,0.2261267605633802,0.2261267605633802,0.0
0.9230769230769231,1.0,0.9692307692307692,1.0,0.9508196721311475,0.0,0.8857142857142857,0.1388888888888889,0.1388888888888889,0.8382352941176471,0.5235833333333334,0.41492647058823523,0.49896825396825395,0.5198333333333333,0.4421551724137931,0.33206349206349195,0.4939516129032258,0.3103472222222222,0.3103472222222222,0.5556140350877193,0.0
0.8382352941176471,0.0,0.9230769230769231,1.0,0.0,0.0,0.9508196721311475,1.0,0.11428571428571428,0.11428571428571428,0.6256140350877194,0.4331666666666666,0.4535833333333332,0.39992647058823516,0.358968253968254,0.4198333333333332,0.4621551724137932,0.39206349206349195,0.28678571428571425,0.28678571428571425,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41483333333333317,0.40215517241379317,0.28706349206349197,0.4339516129032258,0.2635416666666667,0.2635416666666667,0.34323529411764714,0.34323529411764714,0.2705882352941176,0.2705882352941176,0.0
0.0,0.0,0.8382352941176471,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.0,0.0,0.0,0.0,0.3260416666666667,0.3260416666666667,0.47561403508771943,0.34704225352112666,0.34704225352112666,0.34704225352112666,0.217109375,0.217109375,0.3249264705882352,0.358968253968254,0.0
0.0,0.9508196721311475,0.0,0.0,0.1388888888888889,0.1388888888888889,0.8382352941176471,0.8450704225352113,0.9230769230769231,0.0,0.37483333333333324,0.4171551724137931,0.28706349206349197,0.4139516129032258,0.38868055555555564,0.38868055555555564,0.6006140350877194,0.49816666666666654,0.4985833333333334,0.38992647058823515,0.0
